mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_regressor__bootstrap,param_regressor__max_depth,param_regressor__min_samples_leaf,param_regressor__min_samples_split,param_regressor__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score
0.10377427736918131,0.02197707159265946,0.0056662400563557945,0.0005936177457045919,True,10,1,2,50,"{'regressor__bootstrap': True, 'regressor__max_depth': 10, 'regressor__min_samples_leaf': 1, 'regressor__min_samples_split': 2, 'regressor__n_estimators': 50}",-1.0892858847493483,-1.396657439181413,-1.1493985155650077,-1.0196414708319144,-1.0801091542771968,-1.2680335769271969,-1.3124199822536973,-0.821548782347141,-1.1872999381691454,-0.9693994025593112,-0.8971206350293779,-1.4604717816394988,-1.3239940501939118,-1.0214881039263892,-0.9962429866709087,-1.1328741136214304,0.18165470735083034,24
0.22833859125773112,0.03224708479027728,0.010423803329467773,0.004048356003409701,True,10,1,2,100,"{'regressor__bootstrap': True, 'regressor__max_depth': 10, 'regressor__min_samples_leaf': 1, 'regressor__min_samples_split': 2, 'regressor__n_estimators': 100}",-1.0490032596543861,-1.3948406845324304,-1.1087961255527796,-1.0303896108231223,-1.0534696089677487,-1.2583138013149753,-1.3096566693349025,-0.8338376352241315,-1.1891624466948367,-1.0240688621610279,-0.9241421545427241,-1.445986283598753,-1.3041006852062402,-0.9966130413932648,-1.008356674871231,-1.1287158362581702,0.17305197067110256,18
0.3527097225189209,0.04604789989447234,0.01322034200032552,0.0040903351860178865,True,10,1,2,150,"{'regressor__bootstrap': True, 'regressor__max_depth': 10, 'regressor__min_samples_leaf': 1, 'regressor__min_samples_split': 2, 'regressor__n_estimators': 150}",-1.069005162695395,-1.3997818158774982,-1.1294997297209708,-1.0266377254998764,-1.027898116873219,-1.2565654580768277,-1.2939621127747223,-0.82174196214737,-1.2305643089055645,-1.0474087720624037,-0.9140361819599315,-1.4549317598126246,-1.3440575320260473,-0.9985277172210835,-0.9930312037349411,-1.1338433039592317,0.1800623587132348,26
0.4137631098429362,0.05049775911571193,0.014026355743408204,0.0028724586757725547,True,10,1,2,200,"{'regressor__bootstrap': True, 'regressor__max_depth': 10, 'regressor__min_samples_leaf': 1, 'regressor__min_samples_split': 2, 'regressor__n_estimators': 200}",-1.0568225341583384,-1.3794543216770625,-1.150882391318183,-0.9949198021889482,-1.0701546400102344,-1.2589908303749067,-1.31390616467642,-0.843109170912307,-1.1982036767850823,-1.0324261463221518,-0.9216965830137819,-1.4659915552641023,-1.338150520950275,-1.00562429653136,-0.9896587478238965,-1.1346660921338032,0.17724392492982485,31
0.09781840642293295,0.011997671045309523,0.004826656977335612,0.0010741148801688338,True,10,1,5,50,"{'regressor__bootstrap': True, 'regressor__max_depth': 10, 'regressor__min_samples_leaf': 1, 'regressor__min_samples_split': 5, 'regressor__n_estimators': 50}",-1.0200844565288647,-1.32905206359053,-1.1440142457537623,-1.0329315925140778,-1.070215739366707,-1.2830537479884245,-1.3248525940259452,-0.866428568863016,-1.1477525148645913,-0.9627831658645214,-0.9006226481577656,-1.46255343720296,-1.2604084089906724,-1.0216939024454028,-0.9744321223444681,-1.1200586139001139,0.17101592644517247,12
0.17820618947347006,0.021409525467574263,0.008083629608154296,0.0022863252595266953,True,10,1,5,100,"{'regressor__bootstrap': True, 'regressor__max_depth': 10, 'regressor__min_samples_leaf': 1, 'regressor__min_samples_split': 5, 'regressor__n_estimators': 100}",-1.0246688512615763,-1.3391914972404089,-1.1817044340884075,-1.0067100253906611,-1.0216209763867612,-1.2962404646561754,-1.3365834707048785,-0.8347636269696651,-1.155898595522295,-1.0442742797779097,-0.9028037396623744,-1.448332399278108,-1.2744575305041348,-1.0338314130033943,-0.9705207544423511,-1.124773470592607,0.1747505269987772,15
0.27875129381815594,0.047468822110057214,0.013928111394246418,0.006345883983765452,True,10,1,5,150,"{'regressor__bootstrap': True, 'regressor__max_depth': 10, 'regressor__min_samples_leaf': 1, 'regressor__min_samples_split': 5, 'regressor__n_estimators': 150}",-1.05867440376262,-1.3508698403209822,-1.1398561170547012,-0.9550641893637923,-1.0614794241364396,-1.2637032372948251,-1.3220933891486515,-0.8183978681288321,-1.1185946412114365,-0.993128267835994,-0.9233707234821471,-1.4574656910183221,-1.2735592992584912,-1.0403260406053199,-0.9891596688431191,-1.1177161867643783,0.1743855098903733,11
0.35265013376871746,0.04589539837846975,0.013275384902954102,0.004042952402938708,True,10,1,5,200,"{'regressor__bootstrap': True, 'regressor__max_depth': 10, 'regressor__min_samples_leaf': 1, 'regressor__min_samples_split': 5, 'regressor__n_estimators': 200}",-1.032102256997548,-1.301295999171588,-1.1423846363127559,-0.9668957906283082,-1.0222020267733076,-1.3103780386914086,-1.3372726162131017,-0.8156517184137537,-1.1363278071759577,-0.9972089212900983,-0.8859354985078537,-1.434410402763498,-1.2600725944480504,-1.0543812236353771,-0.9740457897262752,-1.111371021383259,0.17574147059838569,5
0.081306791305542,0.005273398274789346,0.004865757624308268,0.0011685218557687268,True,10,1,10,50,"{'regressor__bootstrap': True, 'regressor__max_depth': 10, 'regressor__min_samples_leaf': 1, 'regressor__min_samples_split': 10, 'regressor__n_estimators': 50}",-0.9856116699473684,-1.501554898254831,-1.169838311679196,-0.9933668305874592,-1.0529929504322924,-1.390997822152416,-1.3324029986194519,-0.829729101808458,-1.101855212072202,-0.9653055255359514,-0.8771798552448329,-1.5526507919052732,-1.2192175860212109,-0.9389127742737836,-1.101462481863071,-1.1342052540265197,0.21599809117148905,28
0.15383849143981934,0.009509042813748566,0.007039229075113933,0.0010189137530284495,True,10,1,10,100,"{'regressor__bootstrap': True, 'regressor__max_depth': 10, 'regressor__min_samples_leaf': 1, 'regressor__min_samples_split': 10, 'regressor__n_estimators': 100}",-1.0386982566582847,-1.4522383357642978,-1.163323074782836,-0.9494969578898536,-1.0532491356595546,-1.4163530584886974,-1.3671787497049672,-0.8082306740496649,-1.1217921443517445,-1.0127471516212307,-0.8670479788707157,-1.5350268048250273,-1.253569585765218,-0.9739488322588105,-1.141238963195333,-1.143609313592416,0.21252748160035168,42
