mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_regressor__alpha,param_regressor__epsilon,param_regressor__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score
0.015628798802693685,0.003905577711055515,0.002855825424194336,0.0012059496440922917,0.0001,1.2,100,"{'regressor__alpha': 0.0001, 'regressor__epsilon': 1.2, 'regressor__max_iter': 100}",-1.114075150966993,-1.3299114758662223,-0.9404277797737328,-0.8123047502611598,-0.9088573407675146,-1.0511661961222496,-1.2059342336917653,-0.736626710682774,-1.3067746826553082,-0.829863500602277,-0.879849304028073,-1.1795915712316762,-1.0546005176743243,-0.8673387272871103,-1.1682256326030716,-1.0257031716142835,0.18111675693063337,71
0.013137133916219075,0.0025963847686964773,0.003114779790242513,0.0008646682080029952,0.0001,1.2,300,"{'regressor__alpha': 0.0001, 'regressor__epsilon': 1.2, 'regressor__max_iter': 300}",-1.114075150966993,-1.3299114758662223,-0.9404277797737328,-0.8123047502611598,-0.9088573407675146,-1.0511661961222496,-1.2059342336917653,-0.736626710682774,-1.3067746826553082,-0.829863500602277,-0.879849304028073,-1.1795915712316762,-1.0546005176743243,-0.8673387272871103,-1.1682256326030716,-1.0257031716142835,0.18111675693063337,71
0.013270330429077149,0.0029744242636069256,0.002633508046468099,0.0005386350756738864,0.0001,1.2,500,"{'regressor__alpha': 0.0001, 'regressor__epsilon': 1.2, 'regressor__max_iter': 500}",-1.114075150966993,-1.3299114758662223,-0.9404277797737328,-0.8123047502611598,-0.9088573407675146,-1.0511661961222496,-1.2059342336917653,-0.736626710682774,-1.3067746826553082,-0.829863500602277,-0.879849304028073,-1.1795915712316762,-1.0546005176743243,-0.8673387272871103,-1.1682256326030716,-1.0257031716142835,0.18111675693063337,71
0.014191055297851562,0.0033655341366726544,0.0025400956471761066,0.0006001637760440769,0.0001,1.2,700,"{'regressor__alpha': 0.0001, 'regressor__epsilon': 1.2, 'regressor__max_iter': 700}",-1.114075150966993,-1.3299114758662223,-0.9404277797737328,-0.8123047502611598,-0.9088573407675146,-1.0511661961222496,-1.2059342336917653,-0.736626710682774,-1.3067746826553082,-0.829863500602277,-0.879849304028073,-1.1795915712316762,-1.0546005176743243,-0.8673387272871103,-1.1682256326030716,-1.0257031716142835,0.18111675693063337,71
0.01784974733988444,0.010086766478819434,0.0037876447041829426,0.002623414017034834,0.0001,1.2,1000,"{'regressor__alpha': 0.0001, 'regressor__epsilon': 1.2, 'regressor__max_iter': 1000}",-1.114075150966993,-1.3299114758662223,-0.9404277797737328,-0.8123047502611598,-0.9088573407675146,-1.0511661961222496,-1.2059342336917653,-0.736626710682774,-1.3067746826553082,-0.829863500602277,-0.879849304028073,-1.1795915712316762,-1.0546005176743243,-0.8673387272871103,-1.1682256326030716,-1.0257031716142835,0.18111675693063337,71
0.01659992535909017,0.007811933208470459,0.006225013732910156,0.008521905509684256,0.0001,1.5,100,"{'regressor__alpha': 0.0001, 'regressor__epsilon': 1.5, 'regressor__max_iter': 100}",-1.105947208692881,-1.3423053133054577,-0.9418028445329119,-0.814385305325821,-0.8999445986906444,-1.0510727962296493,-1.2108732634269093,-0.7519129979305348,-1.3067737139307711,-0.8272674712383878,-0.8811864325399479,-1.1685120197250214,-1.0425423902330073,-0.8637098221846593,-1.177668809010473,-1.0257269991331386,0.18135676967807732,76
0.019809722900390625,0.008751247893576007,0.005308039983113607,0.0036789740852795788,0.0001,1.5,300,"{'regressor__alpha': 0.0001, 'regressor__epsilon': 1.5, 'regressor__max_iter': 300}",-1.105947208692881,-1.3423053133054577,-0.9418028445329119,-0.814385305325821,-0.8999445986906444,-1.0510727962296493,-1.2108732634269093,-0.7519129979305348,-1.3067737139307711,-0.8272674712383878,-0.8811864325399479,-1.1685120197250214,-1.0425423902330073,-0.8637098221846593,-1.177668809010473,-1.0257269991331386,0.18135676967807732,76
0.018132114410400392,0.008589849156852986,0.004665644963582357,0.006346477321280366,0.0001,1.5,500,"{'regressor__alpha': 0.0001, 'regressor__epsilon': 1.5, 'regressor__max_iter': 500}",-1.105947208692881,-1.3423053133054577,-0.9418028445329119,-0.814385305325821,-0.8999445986906444,-1.0510727962296493,-1.2108732634269093,-0.7519129979305348,-1.3067737139307711,-0.8272674712383878,-0.8811864325399479,-1.1685120197250214,-1.0425423902330073,-0.8637098221846593,-1.177668809010473,-1.0257269991331386,0.18135676967807732,76
0.019078652064005535,0.013886677775364438,0.00705718994140625,0.014081696105254012,0.0001,1.5,700,"{'regressor__alpha': 0.0001, 'regressor__epsilon': 1.5, 'regressor__max_iter': 700}",-1.105947208692881,-1.3423053133054577,-0.9418028445329119,-0.814385305325821,-0.8999445986906444,-1.0510727962296493,-1.2108732634269093,-0.7519129979305348,-1.3067737139307711,-0.8272674712383878,-0.8811864325399479,-1.1685120197250214,-1.0425423902330073,-0.8637098221846593,-1.177668809010473,-1.0257269991331386,0.18135676967807732,76
0.013925377527872722,0.0023708859026352396,0.002796030044555664,0.0005776232924209971,0.0001,1.5,1000,"{'regressor__alpha': 0.0001, 'regressor__epsilon': 1.5, 'regressor__max_iter': 1000}",-1.105947208692881,-1.3423053133054577,-0.9418028445329119,-0.814385305325821,-0.8999445986906444,-1.0510727962296493,-1.2108732634269093,-0.7519129979305348,-1.3067737139307711,-0.8272674712383878,-0.8811864325399479,-1.1685120197250214,-1.0425423902330073,-0.8637098221846593,-1.177668809010473,-1.0257269991331386,0.18135676967807732,76
