mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score
0.025130160649617515,0.003779422861691187,0.008310906092325846,0.0014659478795214032,{},-2.5537338203676434,-1.6525011650328956,-1.750656505317693,-2.1368799114662984,-1.6991573807904496,-1.651277295743615,-2.2378486716713857,-1.875802072095121,-2.0694185511655028,-2.1425063802234905,-2.260323024161625,-2.3367194847940245,-1.7832507630458159,-2.0074702277884664,-1.5848185127518755,-1.9828242510943936,0.2844477098581509,1
