mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score
0.009550253550211588,0.0037548961715847024,0.0023175875345865884,0.0007463873851126389,{},-1.0990751228037223,-1.2501433244744107,-0.9675992579513657,-0.8581218268648716,-0.9338078341912505,-1.1229554162696944,-1.1456117852350884,-0.8499185574903209,-1.2093406156863074,-0.8721702016302534,-0.9264165491112608,-1.1742404713230514,-1.026308568591315,-0.8584472977151058,-1.1236915618175336,-1.02785655941037,0.13592173347951003,1
