mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_regressor__max_depth,param_regressor__max_leaf_nodes,param_regressor__min_samples_leaf,param_regressor__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score
0.0034424304962158204,0.000836274110631933,0.0025328318277994793,0.0006955305998611768,5,15,1,2,"{'regressor__max_depth': 5, 'regressor__max_leaf_nodes': 15, 'regressor__min_samples_leaf': 1, 'regressor__min_samples_split': 2}",-1.1343960505104715,-1.4573939726188476,-1.0046216086707953,-1.0123608117678484,-1.2687389638620483,-1.3942957654363717,-1.5190209076364647,-0.8965413073231486,-1.2532481835235039,-1.1396400956643573,-1.3841766389163048,-1.5699408460137019,-1.4796308416728632,-1.116314330282746,-1.3595742392106218,-1.2659929708740065,0.2004768694933996,219
0.0038824558258056642,0.0006783199458461676,0.002294158935546875,0.00043737144871982387,5,15,1,5,"{'regressor__max_depth': 5, 'regressor__max_leaf_nodes': 15, 'regressor__min_samples_leaf': 1, 'regressor__min_samples_split': 5}",-1.1343960505104715,-1.4573939726188478,-1.0046216086707953,-1.0123608117678484,-1.2687389638620485,-1.3942957654363712,-1.5190209076364651,-0.8965413073231486,-1.2532481835235039,-1.3730411226725314,-1.3841766389163048,-1.5699408460137019,-1.4796308416728634,-1.116314330282746,-1.3595742392106218,-1.281553039341218,0.19911925234178543,235
0.0036133607228597004,0.0008835176803389896,0.002626768747965495,0.00048559977180255115,5,15,1,10,"{'regressor__max_depth': 5, 'regressor__max_leaf_nodes': 15, 'regressor__min_samples_leaf': 1, 'regressor__min_samples_split': 10}",-1.1945980891293193,-1.457393972618848,-0.9920874190571827,-0.9970688084349075,-1.062436823530275,-1.4668033894377726,-1.499987340856174,-0.8454507073093166,-1.1831908636359778,-1.3730411226725314,-1.3616491436666402,-1.6097720664220847,-1.3110135707831774,-1.1163143302827458,-1.2784238325016337,-1.2499487653559058,0.2111584891247827,183
0.0035821278889973957,0.0006243048644610955,0.0026004791259765627,0.0006023313428701071,5,15,1,15,"{'regressor__max_depth': 5, 'regressor__max_leaf_nodes': 15, 'regressor__min_samples_leaf': 1, 'regressor__min_samples_split': 15}",-1.1945980891293198,-1.7653777024111565,-1.067665944624031,-1.011945684335735,-1.062436823530275,-1.3300932071209957,-1.499987340856174,-0.8454507073093166,-1.183190863635978,-1.3730411226725316,-1.3616491436666402,-1.6097720664220847,-1.3110135707831774,-1.116314330282746,-1.35184318938825,-1.2722919857445611,0.2327179108077991,226
0.0037061214447021485,0.0008444580624531624,0.0025040467580159506,0.0005622493841034309,5,15,3,2,"{'regressor__max_depth': 5, 'regressor__max_leaf_nodes': 15, 'regressor__min_samples_leaf': 3, 'regressor__min_samples_split': 2}",-1.1744464292919918,-1.4573939726188478,-0.9769956032549212,-1.0145080751477698,-1.130692659563794,-1.3694986598207164,-1.5190209076364647,-0.9709108585430516,-1.1139778966592655,-1.4083856822956282,-1.3487726982584822,-1.6097720664220847,-1.2515296587723994,-1.1010583620136551,-1.339457032937744,-1.2524280375491215,0.19499841406620896,200
0.0031289100646972657,0.0004326687858351053,0.0022493680318196613,0.00028981529178850245,5,15,3,5,"{'regressor__max_depth': 5, 'regressor__max_leaf_nodes': 15, 'regressor__min_samples_leaf': 3, 'regressor__min_samples_split': 5}",-1.174446429291992,-1.4573939726188478,-0.9769956032549212,-1.0145080751477695,-1.130692659563794,-1.3694986598207162,-1.5190209076364647,-0.9709108585430515,-1.113977896659265,-1.4083856822956282,-1.3487726982584822,-1.6097720664220847,-1.2515296587723992,-1.1010583620136551,-1.3394570329377435,-1.252428037549121,0.194998414066209,199
0.003179486592610677,0.00042714023331157455,0.0022661526997884113,0.00033156262376218056,5,15,3,10,"{'regressor__max_depth': 5, 'regressor__max_leaf_nodes': 15, 'regressor__min_samples_leaf': 3, 'regressor__min_samples_split': 10}",-1.1744464292919923,-1.4573939726188476,-0.9934160809280829,-0.9826018367574367,-1.130692659563794,-1.3694986598207162,-1.499987340856174,-0.8454507073093166,-1.0405649499919298,-1.4083856822956282,-1.32564369809309,-1.6097720664220847,-1.3113936851055543,-1.1010583620136551,-1.3394570329377438,-1.23931754426707,0.2124580376515982,169
0.002759408950805664,0.0009101039934637811,0.0019502639770507812,0.0006561798275708594,5,15,3,15,"{'regressor__max_depth': 5, 'regressor__max_leaf_nodes': 15, 'regressor__min_samples_leaf': 3, 'regressor__min_samples_split': 15}",-1.174446429291992,-1.7443323897709422,-1.0750103840095966,-0.9976944566805016,-1.1306926595637938,-1.3300932071209957,-1.499987340856174,-0.8454507073093165,-1.0405649499919298,-1.408385682295628,-1.32564369809309,-1.6097720664220847,-1.3113936851055543,-1.1010583620136551,-1.333311620155371,-1.2618558425787085,0.23466961898228308,212
0.0035217603047688804,0.0007403194043059434,0.0021717389424641925,0.000503034293040659,5,15,5,2,"{'regressor__max_depth': 5, 'regressor__max_leaf_nodes': 15, 'regressor__min_samples_leaf': 5, 'regressor__min_samples_split': 2}",-1.2024154178708077,-1.465869064495283,-1.1680253373148215,-0.9296904631784872,-1.193429721820194,-1.335652864997014,-1.5676767977633899,-0.865994995298192,-1.149899844127012,-1.0875385488700922,-0.9572703885149089,-1.6020108519870668,-1.2559261681480616,-1.1076797571871269,-1.3377169011773224,-1.2151198081833188,0.2117935834684608,105
0.0034857908884684246,0.00045605373951589247,0.002229928970336914,0.0007916786623051589,5,15,5,5,"{'regressor__max_depth': 5, 'regressor__max_leaf_nodes': 15, 'regressor__min_samples_leaf': 5, 'regressor__min_samples_split': 5}",-1.2024154178708075,-1.4658690644952832,-1.1680253373148217,-0.9296904631784871,-1.1934297218201941,-1.335652864997014,-1.5676767977633899,-0.865994995298192,-1.1498998441270123,-1.0875385488700922,-0.9572703885149089,-1.6020108519870666,-1.2559261681480614,-1.1076797571871269,-1.3377169011773222,-1.2151198081833188,0.2117935834684608,105
