mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score
0.034197266896565756,0.00639695375126796,0.008696540196736654,0.0026682331126209177,{},-1.2778184607944165,-1.4933730156195322,-1.26914076720706,-1.2591177073531652,-1.5677510231113987,-0.9829038270860454,-1.6073333074721008,-1.3916303822077558,-1.4324400127733086,-1.3718590546643787,-0.903099731779943,-1.1027505091134175,-1.8017423241980646,-1.5206232646549882,-1.189566697591023,-1.3447433390417731,0.23342758314167833,1
