mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score
0.01102902094523112,0.004526968660151145,0.0033536434173583986,0.002236361551381479,{},-1.0972596059897366,-1.2467326937847985,-0.971821219877688,-0.8458130115439703,-0.9185393552180149,-1.087250081531754,-1.1355299881759355,-0.8506279071360384,-1.198904429712839,-0.8808362095805256,-0.9056968074469159,-1.1714291880586962,-1.0123515191727745,-0.8606831028070024,-1.1129703989209603,-1.0197630345971767,0.13375160634551989,1
