mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_regressor__learning_rate,param_regressor__max_depth,param_regressor__min_samples_leaf,param_regressor__min_samples_split,param_regressor__n_estimators,param_regressor__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score
0.061023807525634764,0.005661903579883679,0.005896123250325521,0.004093564100493093,0.01,5,5,5,50,0.6,"{'regressor__learning_rate': 0.01, 'regressor__max_depth': 5, 'regressor__min_samples_leaf': 5, 'regressor__min_samples_split': 5, 'regressor__n_estimators': 50, 'regressor__subsample': 0.6}",-49.49082270630781,-55.40165414115915,-43.14698894816004,-40.08703262315451,-56.60478079668774,-55.56200854051684,-52.39684284083649,-39.257656904616525,-53.90208927150899,-43.2597960787269,-45.673613383616264,-61.060170299218065,-48.30229096152421,-38.212243579896054,-51.527833010721615,-48.925721605776744,6.826067138532937,1328
0.06345926920572917,0.007190640847697013,0.005324761072794597,0.0016311716841486803,0.01,5,5,5,50,0.8,"{'regressor__learning_rate': 0.01, 'regressor__max_depth': 5, 'regressor__min_samples_leaf': 5, 'regressor__min_samples_split': 5, 'regressor__n_estimators': 50, 'regressor__subsample': 0.8}",-48.870597918486474,-54.42737003364909,-43.902156922716976,-39.50549431252754,-55.886183210930994,-55.43541525911121,-52.34211980313818,-38.924707940667034,-52.92441495011595,-44.15934562937431,-45.81644095999989,-60.46411505284054,-48.1551950839564,-37.88327536444329,-50.54579668368124,-48.6161752750426,6.592879865978627,983
0.06252630551656087,0.007277295005359571,0.004789368311564127,0.0008050285589259532,0.01,5,5,5,50,1.0,"{'regressor__learning_rate': 0.01, 'regressor__max_depth': 5, 'regressor__min_samples_leaf': 5, 'regressor__min_samples_split': 5, 'regressor__n_estimators': 50, 'regressor__subsample': 1.0}",-48.925147419627756,-54.60522439855434,-44.867803803089636,-39.18213589666109,-55.85084411940185,-54.261663507009665,-53.015640531405,-39.605760918037575,-53.133707001547876,-43.98841533129542,-45.18696436480699,-60.19541041410442,-46.805505266645696,-39.26385788004575,-50.69160731002491,-48.63864587748387,6.3586006457607605,1008
0.13288866678873698,0.024261989992247882,0.014046955108642577,0.018263713386355816,0.01,5,5,5,100,0.6,"{'regressor__learning_rate': 0.01, 'regressor__max_depth': 5, 'regressor__min_samples_leaf': 5, 'regressor__min_samples_split': 5, 'regressor__n_estimators': 100, 'regressor__subsample': 0.6}",-48.277199942929116,-53.07762380536746,-43.21323087810576,-38.41671529276275,-53.719168787133874,-53.64133467868736,-50.081039027640095,-38.738107867485375,-51.549011313603785,-43.01175058164802,-45.11656147972428,-59.258014355742915,-47.757057964487,-34.83911507674158,-51.07336238970917,-47.451286229451235,6.562473676125832,281
0.150920836130778,0.027603191101843942,0.00665438969930013,0.004808501834503981,0.01,5,5,5,100,0.8,"{'regressor__learning_rate': 0.01, 'regressor__max_depth': 5, 'regressor__min_samples_leaf': 5, 'regressor__min_samples_split': 5, 'regressor__n_estimators': 100, 'regressor__subsample': 0.8}",-47.82321664258142,-52.985334302463656,-44.80992268769351,-37.91597475644168,-53.58094690996697,-53.08814783327556,-50.18950955169873,-38.118582533595294,-50.06849497511015,-44.178773981744264,-44.09176840932305,-58.358881974349984,-47.42260103873504,-34.87959070427471,-49.69208084350165,-47.14692180965038,6.335656923355963,181
0.11848791440327962,0.010022520340583494,0.006337722142537435,0.0027679330196662467,0.01,5,5,5,100,1.0,"{'regressor__learning_rate': 0.01, 'regressor__max_depth': 5, 'regressor__min_samples_leaf': 5, 'regressor__min_samples_split': 5, 'regressor__n_estimators': 100, 'regressor__subsample': 1.0}",-47.766054173002,-52.7492254573089,-46.47500652947815,-37.44849202528902,-53.16983320752429,-51.739259541722234,-50.512803027583246,-38.4000278868088,-50.38671640664379,-44.63106632838157,-43.71990723667615,-58.10713724755618,-47.31150735644201,-36.65172383653123,-49.597271209270204,-47.244402098014525,5.97894624401706,211
0.1548189640045166,0.015686720315956682,0.006153027216593425,0.002385854424313461,0.01,5,5,5,150,0.6,"{'regressor__learning_rate': 0.01, 'regressor__max_depth': 5, 'regressor__min_samples_leaf': 5, 'regressor__min_samples_split': 5, 'regressor__n_estimators': 150, 'regressor__subsample': 0.6}",-47.92318768027194,-52.520286536836025,-44.31653262691416,-38.672312690814024,-52.88770845895554,-52.729965174365866,-48.70578127041717,-38.46762645793464,-49.37305984441287,-43.58252564743797,-44.03300985875135,-58.1860480181374,-49.120064385664335,-33.959142431733454,-50.3966727966659,-46.99159492528751,6.26323729959844,133
0.17530895868937174,0.013698600835092514,0.0054398059844970705,0.000676782311065372,0.01,5,5,5,150,0.8,"{'regressor__learning_rate': 0.01, 'regressor__max_depth': 5, 'regressor__min_samples_leaf': 5, 'regressor__min_samples_split': 5, 'regressor__n_estimators': 150, 'regressor__subsample': 0.8}",-47.20197407744858,-51.954601222967796,-46.22648525370344,-36.81968209482188,-51.80094159900119,-51.7901034968542,-48.72076557382432,-38.255373931836196,-48.60734936464916,-44.9393871874657,-43.4770571537733,-57.365560741384236,-48.27673011050115,-34.007972622950604,-49.246538156296445,-46.57936817249854,6.07591513128111,27
0.1599679946899414,0.00794552567591431,0.005032571156819662,0.0009242676958772726,0.01,5,5,5,150,1.0,"{'regressor__learning_rate': 0.01, 'regressor__max_depth': 5, 'regressor__min_samples_leaf': 5, 'regressor__min_samples_split': 5, 'regressor__n_estimators': 150, 'regressor__subsample': 1.0}",-47.675203930441754,-52.632449193461646,-48.09085745858535,-36.55366245543163,-52.14344048072082,-50.536315879201176,-49.79719240422163,-37.7994445941745,-48.81966945300531,-46.33622780330686,-42.80324501726475,-56.78050428290682,-48.59078513760886,-34.865619702481375,-49.09368895844371,-46.834553783417086,6.026059373354666,79
0.05991231600443522,0.006744403309379147,0.004882621765136719,0.0007076410011870835,0.01,5,5,10,50,0.6,"{'regressor__learning_rate': 0.01, 'regressor__max_depth': 5, 'regressor__min_samples_leaf': 5, 'regressor__min_samples_split': 10, 'regressor__n_estimators': 50, 'regressor__subsample': 0.6}",-49.20660993051569,-54.911251496065624,-43.62274799873159,-39.99556016972523,-56.34639269333235,-55.46961398796023,-52.47126566430527,-39.39672632387375,-54.16689766088566,-42.852603235729404,-45.5800857458203,-60.98668500895995,-48.327604222522965,-37.37196577019581,-51.622693516772145,-48.82191356169307,6.865411588393329,1226
