mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score
0.01610716183980306,0.0037241346424901935,0.005775912602742513,0.0012370997913629396,{},-1.080247153345763,-1.2578319932254942,-0.9526699095993033,-0.8457246477333513,-0.9350725395211991,-1.1235395835422366,-1.171980338155616,-0.8641246927535878,-1.191648194763525,-0.8763127613228531,-0.9175456944500143,-1.1530833536722622,-0.9924990082221806,-0.9444093220321321,-1.0948567423860736,-1.0267697289817062,0.12913321470735759,1
