mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score
0.0198486328125,0.0039050055026044026,0.007612895965576172,0.0020476951044898157,{},-1.1112563254810743,-1.2423135305177324,-0.9460516515945099,-0.8481646475251738,-0.9399348375012727,-1.1271591880427145,-1.1615664739533476,-0.8737573722140327,-1.1935856283434065,-0.8622093413577765,-0.913636300507783,-1.158088872328797,-0.9791113373410255,-0.9566021581840235,-1.0752141979264949,-1.0259101241879443,0.12798326263189547,1
