mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_regressor__max_depth,param_regressor__max_leaf_nodes,param_regressor__min_samples_leaf,param_regressor__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score
0.026058197021484375,0.004151270203404184,0.009643077850341797,0.0031550773869596393,5,15,1,2,"{'regressor__max_depth': 5, 'regressor__max_leaf_nodes': 15, 'regressor__min_samples_leaf': 1, 'regressor__min_samples_split': 2}",-76.51723407909446,-55.55631417969657,-37.61522361386595,-48.713537395326206,-63.93386792475255,-42.19292969502183,-40.97838093637507,-53.530901337070574,-50.26620838759483,-58.24279317346025,-46.02345571543101,-56.567446133751766,-54.40367318541174,-69.74153028764991,-43.201593559441264,-53.16567264026293,10.551489928459718,277
0.020455344518025716,0.004113235861019929,0.00720979372660319,0.0016587410469450013,5,15,1,5,"{'regressor__max_depth': 5, 'regressor__max_leaf_nodes': 15, 'regressor__min_samples_leaf': 1, 'regressor__min_samples_split': 5}",-69.8097817618237,-56.77826138275439,-37.192165690167094,-44.68677069968074,-64.93973435000586,-44.79243426653884,-40.32496378382338,-53.96159462298608,-49.15562062468994,-57.343341690871995,-43.80207117195719,-42.97518705992619,-53.169043211864256,-58.374404930841536,-39.250459274054506,-50.437055634799044,9.400422273251115,200
0.02040243148803711,0.0027978827194929936,0.007504749298095703,0.0007002677705415458,5,15,1,10,"{'regressor__max_depth': 5, 'regressor__max_leaf_nodes': 15, 'regressor__min_samples_leaf': 1, 'regressor__min_samples_split': 10}",-72.33749869201804,-57.90855373153441,-46.72785422977092,-42.67200103191673,-66.1048590724598,-42.34677205273257,-41.93704341558055,-57.04585237297436,-50.761123959828836,-53.72339119106534,-41.55147086607493,-36.66100322993575,-56.23258313527033,-55.03143992479684,-41.41856202327724,-50.83066726194912,9.830938010734473,222
0.01937417984008789,0.0018792393911191269,0.0073176225026448565,0.0010437032395421999,5,15,1,15,"{'regressor__max_depth': 5, 'regressor__max_leaf_nodes': 15, 'regressor__min_samples_leaf': 1, 'regressor__min_samples_split': 15}",-67.76533627416782,-59.40837195023955,-47.182312989631654,-42.67200103191673,-66.1048590724598,-36.78348029820586,-41.93704341558055,-50.28237970038146,-47.900575603693,-53.72339119106534,-41.94783106953048,-38.7903544208733,-55.808702410940356,-55.03143992479684,-41.41856202327724,-49.783776091784,9.329731869461972,193
0.021603504816691082,0.004541509230403879,0.00869139035542806,0.0020346924148051944,5,15,3,2,"{'regressor__max_depth': 5, 'regressor__max_leaf_nodes': 15, 'regressor__min_samples_leaf': 3, 'regressor__min_samples_split': 2}",-68.63094329431439,-60.80349298413727,-41.19372438937101,-45.26643781249538,-63.328870262671074,-38.313400617837004,-43.53123527890528,-50.74722433383735,-49.86721594323486,-55.42908835869572,-43.82699493800607,-40.026207849542956,-48.40733435980236,-56.873769902607734,-37.62419480474889,-49.59134234201382,9.266208309482453,191
0.023996305465698243,0.005888161702034944,0.008275047938028971,0.0010287390819253013,5,15,3,5,"{'regressor__max_depth': 5, 'regressor__max_leaf_nodes': 15, 'regressor__min_samples_leaf': 3, 'regressor__min_samples_split': 5}",-68.63094329431439,-60.80349298413727,-41.19372438937101,-43.29944640407287,-63.328870262671074,-38.313400617837004,-34.64565563193555,-50.74722433383735,-49.86721594323486,-55.42908835869572,-43.82699493800607,-40.026207849542956,-48.40733435980236,-50.729819552445264,-37.62419480474889,-48.45824091497684,9.744997526829861,161
0.0206269900004069,0.0016287756783850262,0.008300844828287761,0.0014153833986194314,5,15,3,10,"{'regressor__max_depth': 5, 'regressor__max_leaf_nodes': 15, 'regressor__min_samples_leaf': 3, 'regressor__min_samples_split': 10}",-68.95112414172239,-61.86028118834944,-47.41100153486652,-42.67200103191673,-64.52308969885637,-37.985671529612986,-41.93704341558055,-54.590808349872574,-44.166846058373146,-53.72339119106534,-43.42389553463631,-38.744860139672696,-53.0696639595981,-47.82680713483335,-41.41856202327724,-49.48700312881558,9.32100393824367,186
0.022150135040283202,0.0035677476154053747,0.008335320154825847,0.002113629864934177,5,15,3,15,"{'regressor__max_depth': 5, 'regressor__max_leaf_nodes': 15, 'regressor__min_samples_leaf': 3, 'regressor__min_samples_split': 15}",-68.82559600152427,-60.281818602359564,-47.232628335577246,-42.67200103191673,-64.52308969885637,-36.63096570384358,-41.93704341558055,-47.47888785204079,-43.98072351319418,-53.72339119106534,-43.80331612682537,-38.560472255616006,-52.62031063679192,-47.82680713483335,-41.41856202327724,-48.76770756822017,9.180791475763538,163
0.026762644449869793,0.018826169095210402,0.0080779234568278,0.0010657429551045705,5,15,5,2,"{'regressor__max_depth': 5, 'regressor__max_leaf_nodes': 15, 'regressor__min_samples_leaf': 5, 'regressor__min_samples_split': 2}",-36.54555451163603,-55.77842435697422,-48.88557299995586,-42.45456225902363,-36.08632895767946,-34.34535702236864,-41.93704341558055,-47.52800709406332,-42.79310926054294,-53.39159199821292,-45.22347752059631,-40.303271104692634,-46.7075161886332,-47.88101962860508,-41.41856202327724,-44.08529322278947,5.9265905100853855,5
0.023110103607177735,0.002561628776692414,0.008784055709838867,0.0009220276111422165,5,15,5,5,"{'regressor__max_depth': 5, 'regressor__max_leaf_nodes': 15, 'regressor__min_samples_leaf': 5, 'regressor__min_samples_split': 5}",-36.54555451163603,-55.77842435697422,-48.88557299995586,-42.45456225902363,-36.08632895767946,-34.34535702236864,-41.93704341558055,-47.52800709406332,-42.79310926054294,-53.39159199821292,-45.22347752059631,-40.303271104692634,-46.7075161886332,-47.88101962860508,-41.41856202327724,-44.08529322278947,5.9265905100853855,5
