mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score
0.047201108932495114,0.018755791866660924,0.010364166895548503,0.0035030613185902857,{},-1.3618870452792187,-1.0886740679649418,-1.0734240967629558,-0.945688147027205,-0.9499081463016652,-0.8980930297633994,-1.3148019806927587,-0.9399945870969533,-1.0943082812134677,-0.9775005007981757,-1.0266912743949104,-1.0329781154968969,-1.1452213479668,-1.1429960392106597,-1.0316877054406433,-1.0682569576940433,0.12822315275893212,1
